
**** SCALARS ****
run,repetition,module,name,value
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_10,0.52
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_20,0.64
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_30,0.72
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_40,0.76
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_50,0.76
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_60,0.8
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_70,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_80,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_90,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_100,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_110,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_120,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_130,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_140,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_150,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_160,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestThreshold,0.32
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestF1Score,0.72131096801967
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestPrecision,0.6111110941358
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestRecall,0.8799999648
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestAccuracy,0.6599999868
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],FinalBadServicesReceived,9
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],FinalAverageBadServices,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_10,0.52
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_20,0.64
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_30,0.72
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_40,0.76
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_50,0.76
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_60,0.8
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_70,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_80,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_90,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_100,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_110,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_120,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_130,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_140,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_150,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],AverageBadServicesAt_160,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestAccuracy,0.6599999868
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestF1Score,0.72131096801967
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestPrecision,0.6111110941358
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestRecall,0.8799999648
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],BestThreshold,0.32
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],FinalAverageBadServices,0.92
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],FinalBadServicesReceived,9

**** PARAMETERS ****
run,repetition,module,name,value
General-0-20250527-14:01:52-7244,0,BlockchainNetwork,maliciousNodePercentage,0.5
General-0-20250527-14:01:52-7244,0,BlockchainNetwork,numNodes,50
General-0-20250527-14:01:52-7244,0,BlockchainNetwork,typename,"""src.BlockchainNetwork"""
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],typename,"""src.IoTNode"""
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],maliciousNodePercentage,0.5
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],maliciousNodePercentage,0.5
General-0-20250527-14:01:52-7244,0,BlockchainNetwork.iotNode[0],typename,"""src.IoTNode"""
